word	reading	meaning	example_jp	example_vi	jlpt	word_type
野球	やきゅう	bóng chày			5	noun
音楽	おんがく	âm nhạc			5	noun
歌	うた	bài ca			5	noun
歌舞伎	かぶき	kịch Kabuki			5	noun
絵	え	bức tranh			5	noun
字	じ	chữ			5	noun
漢字	かんじ	chữ Hán			5	noun
平仮名	ひらがな	chữ mềm			5	noun
細かいお金	こまかいおかね	tiền lẻ			5	noun
時間	じかん	thời gian			5	noun
用事	ようじ	việc bận			5	noun
約束	やくそく	hẹn lời hứa			5	noun
よく	よく	hay, thường			5	godan_verb
沢山	たくさん	nhiều			5	noun
少し	すこし	một chút, một ít			5	noun
全然	ぜんぜん	hoàn toàn			5	adverb
勿論	もちろん	tất nhiên			5	noun
速く・早く	はやく	nhanh, sớm			5	godan_verb
病気	びょうき	bị bệnh			5	noun
薬	くすり	thuốc			5	noun
頭	あたま	cái đầu			5	noun
お腹・腹部	おなか	bụng	お腹が空いているから、何かを食べた方がいいだと思う。		5	noun
痛い	いたい	đau			5	i_adjective
熱がある	ねつがある	bị sốt			5	godan_verb
風邪を引く	かぜをひく	bị cảm			5	godan_verb
残念ですね	ざんねんですね	tiếc nhỉ			5	noun
駄目ですか	だめですか	không được à			5	noun
色々	いろいろ	nhiều loại các loại			5	na_adjective
男の人	おとこのひと	người con trai			5	noun
女の人	おんなのひと	người con gái			5	noun
男の子	おとこのこ	bé trai			5	noun
女の子	おんなのこ	bé gái			5	noun
犬	いぬ	con chó			5	noun
猫	ねこ	con mèo			5	noun
象	ぞう	con voi			5	noun
木	き	cây			5	noun
物	もの	đồ vật			5	noun
電池	でんち	pin			5	noun
冷蔵庫	れいぞうこ	tủ lạnh			5	noun
棚	たな	ngăn kệ			5	noun
乗り場	のりば	điểm lên xe bến xe			5	noun
県	けん	tỉnh			5	noun
上	うえ	ở trên			5	noun
下	した	bên dưới			5	noun
前	まえ	phía trước	前(まえ)に進(すす)む - tiến lên ?		5	noun
後ろ	うしろ	phía sau	自分(じぶん)の肩(かた)を後(うし)ろに引(ひ)く		5	noun
右	みぎ	bên phải			5	noun
左	ひだり	bên trái			5	noun
中	なか	bên trong	本(ほん)の中(なか)で字(じ)がある - ? sách có chữ		5	noun
隣	となり	sát bên hàng xóm	A家はB家の隣です。 あれは隣のミラさんです。		5	noun
側	そば	bên cạnh, ở gần	あなたのそばにずっといたい。		5	noun
横	よこ	bên cạnh (ngang)			5	noun
近く	ちかく	gần			5	noun
真ん中	まんなか	chính giữa			5	noun
一番	いちばん	nhất số một			5	noun
~段目	~だんめ	ngăn thứ ~ bậc thứ ~			5	noun
地図	ちず	bản đồ			5	noun
大使館	たいしかん	đại sự quán			5	noun
奥	おく	phía trong cùng			5	noun
葉書	はがき	bưu thiếp			5	noun
封筒	ふうとう	phong bì			5	noun
速達	そくたつ	chuyển phát nhanh			5	noun
書留	かきとめ	gửi bảo đảm			5	noun
航空便	こうくうびん	bưu điện hàng không			5	noun
船便	ふなびん	bưu điện đường tàu thủy			5	noun
両親	りょうしん	bố mẹ thân sinh	父親と母親。 ふたおや。		5	noun
外国	がいこく	nước ngoài			5	noun
一日	いちにち	 ngày			5	noun
~時間	~じかん	~ tiếng			5	noun
~週間	~しゅうかん	~ tuần			5	noun
~ヶ月	~かげつ	~ tháng			5	noun
~年	~ねん	~ năm			5	noun
全部	ぜんぶ	toàn bộ			5	noun
皆	みな	tất cả mọi người			5	noun
簡単	かんたん	đơn giản dễ dàng			5	na_adjective
近い	ちかい	gần			5	i_adjective
遠い	とおい	xa			5	i_adjective
早い・速い	はやい	sớm nhanh			5	i_adjective
遅い	おそい	chậm, muộn			5	i_adjective
多い	おおい	nhiều, đông			5	i_adjective
少ない	すくない	ít vắng			5	i_adjective
暖かい	あたたかい	ấm áp ấm lòng			5	i_adjective
涼しい	すずしい	mát mẻ			5	i_adjective
甘い	あまい	ngọt			5	i_adjective
重い	おもい	nặng			5	i_adjective
軽い	かるい	nhẹ			5	i_adjective
若い	わかい	trẻ			5	i_adjective
季節	きせつ	mùa			5	noun
春	はる	mùa xuân			5	noun
夏	なつ	mùa hạ			5	noun
秋	あき	mùa thu			5	noun
冬	ふゆ	mùa đông			5	noun
天気	てんき	thời tiết ngắn hạn			5	noun
雨	あめ	mưa			5	noun
曇り	くもり	mây mù, nhiều mây			5	noun
海	うみ	biển			5	noun
世界	せかい	thế giới			5	noun
お祭	おまつり	lễ hội			5	noun
試験	しけん	kỳ thi			5	noun
泳ぐ	およぐ	bơi			5	godan_verb
変える	かえる	thay đổi biến đổi			5	ichidan_verb
入る	はいる	đi vào	映画館に入る	ある区切られた空間の外から中へ移り進む。	5	godan_verb
見物	けんぶつ	tham quan			5	noun
結婚	けっこん	kết hôn			5	noun
買い物	かいもの	mua sắm			5	noun
食事	しょくじ	dùng bữa			5	noun
散歩	さんぽ	tản bộ đi dạo			5	noun
欲しい	ほしい	muốn			5	i_adjective
寂しい	さびしい	buồn, trống vắng cô đơn hiu quạnh	寂(さび)しい顔(かお)つき 懐(ふところ)が寂(さび)しい 一人(ひとり)寂(さび)しく暮(く)らす 寂(さび)しい夜道(よみち)		5	i_adjective
広い	ひろい	rộng			5	i_adjective
狭い	せまい	hẹp			5	i_adjective
市役所	しやくしょ	chính quyền thành phố			5	noun
川	かわ	sông			5	noun
美術	びじゅつ	mỹ thuật			5	noun
会議をする	かいぎをする	họp			5	godan_verb
登録をする	とうろくをする	đăng kí			5	godan_verb
何か	なにか	cái gì đó			5	noun
お腹が空いた	おなかがすいた	tôi đói			5	noun
お腹が一杯だ	おなかがいっぱいだ	tôi no rồi			5	noun
喉が渇いた	のどがかわいた	tôi khát nước	水(みず)はどこ、喉(のど)が渇(かわ)いた。		5	noun
ご注文は	ごちゅうもんは	quý khách gọi món gì			5	noun
定食	ていしょく	cơm suất			5	noun
少々お待ち下さい	しょうしょうおまちください	xin chờ một chút			5	i_adjective
別々に	べつべつに	riêng ra			5	noun
開ける	あける	mở ra	窓(まど)を開(あ)ける 封(ふう)を開(あ)ける 鍵(かぎ) (かぎ) を開(あ)ける 目(め)を開(あ)ける	隔てや仕切りになっているものを取り除く。 閉じていたものを開く。	5	ichidan_verb
閉める	しめる	đóng, đậy	水道(すいどう)の蛇口(じゃぐち)を閉(し)める		5	ichidan_verb
急ぐ	いそぐ	khẩn trương gấp rút vội vàng nhanh lên	はやく、急がないと		5	godan_verb
持つ	もつ	cầm, mang			5	godan_verb
待つ	まつ	chờ, đợi			5	godan_verb
止める	とめる	tạm dừng việc đang làm một lúc			5	ichidan_verb
曲がる	まがる	cong, gập, vẹo gấp khúc, uốn éo	雪(ゆき)の重(おも)みで竹(たけ)が曲(ま)がる - vì đống tuyết nặng, tre bị ? 背中(せなか)が曲(ま)がる - lưng bị ? ネクタイが曲(ま)がっている		5	godan_verb
覚える	おぼえる	nhớ, thuộc lòng cảm thấy	単語(たんご)を覚(おぼ)える - ? từ vựng 働(はたら)き過(す)ぎるので疲(つか)れを覚(おぼ)える - vì làm việc quá sức nên tôi ? mệt		5	ichidan_verb
取る	とる	lấy			5	godan_verb
話す	はなす	nói chuyện			5	godan_verb
見せる	みせる	cho xem/nhìn			5	ichidan_verb
住所を教える	じゅうしょをおしえる	cho địa chỉ			5	ichidan_verb
降る	ふる	rơi			5	godan_verb
名前	なまえ	tên			5	noun
住所	じゅうしょ	địa chỉ			5	noun
砂糖	さとう	đường			5	noun
読み方	よみかた	cách đọc			5	noun
ゆっくり	ゆっくり	chậm từ từ thong thả			5	adverb
すぐ	すぐ	ngay lập tức			5	godan_verb
後で	あとで	sau, để sau			5	noun
もう少し	もうすこし	thêm một chút nữa			5	noun
お釣	おつり	tiền thừa trả lại			5	noun
真っ直ぐ	まっすぐ	thẳng tắp một mạch	真っ直ぐな（の）線 家へ真っ直ぐに帰る		5	na_adjective
言葉	ことば	ngôn từ, lời nói			5	noun
立つ	たつ	đứng, dựng đứng			5	godan_verb
座る	すわる	ngồi			5	godan_verb
使う	つかう	sử dụng			5	godan_verb
置く	おく	đặt, để			5	godan_verb
売る	うる	bán			5	godan_verb
知る	しる	biết			5	godan_verb
住む	すむ	sống (tại một địa điểm)	私の住む国はベトナムです。		5	godan_verb
住んでいる	すんでいる	đang sống (ở đâu đó)	日本に住んでいる		5	godan_verb
持っている	もっている	có sở hữu			5	godan_verb
禁煙	きんえん	cấm hút thuốc			5	noun
石鹸	せっけん	xà phòng			5	noun
資料	しりょう	tài liệu			5	noun
時刻表	じこくひょう	thời khắc biểu			5	noun
服	ふく	quần áo			5	noun
歯医者	はいしゃ	nha sĩ			5	noun
床屋	とこや	hiệu cắt tóc nam			5	noun
ご家族	ごかぞく	gia đình	dùng để gọi gia đình của người khác		5	noun
乗り換える	のりかえる	chuyển xe			5	ichidan_verb
入れる	いれる	cho vào	砂糖(さとう)をコーヒーに入(い)れる		5	ichidan_verb
辞める	やめる	thôi việc, từ chức			5	ichidan_verb
押す	おす	ấn			5	godan_verb
下ろす	おろす	rút (tiền)	お[金[かね]]を[下[お]]ろす		4	godan_verb
長い	ながい	dài			5	i_adjective
短い	みじかい	ngắn			5	i_adjective
明るい	あかるい	sáng sủa			5	i_adjective
暗い	くらい	tăm tối			5	i_adjective
背が高い	せがたかい	người cao			5	i_adjective
背が低い	せがひくい	người thấp			5	i_adjective
頭が良い	あたまがよい	thông minh			5	i_adjective
体	からだ	cơ thể			5	noun
鼻	はな	mũi			5	noun
髪	かみ	tóc			5	noun
顔	かお	khuôn mặt			5	noun
目	め	mắt	一般人は２つの目がある。		5	noun
耳	みみ	tai			5	noun
口	くち	miệng			5	noun
歯	は	răng			5	noun
足	あし	chân			5	noun
緑	みどり	màu xanh lá cây cây cỏ			5	noun
「お」寺	「お」てら	chùa			5	noun
神社	じんじゃ	đền			5	noun
~番	~ばん	số ~			5	noun
お引き出しますか	おひきだしますか	bạn rút tiền à			5	noun
まず	まず	trước tiên			5	adverb
暗証番号	あんしょうばんごう	mã số bí mật mật khẩu			5	noun
次に	つぎに	tiếp theo sau đó			5	adverb
金額	きんがく	số tiền			5	noun
確認	かくにん	xác nhận			5	noun
忘れる	わすれる	quên			5	ichidan_verb
出かける	でかける	đi ra ngoài			5	ichidan_verb
脱ぐ	ぬぐ	cởi ra	[服[ふく]]を[脱[ぬ]]ぐ		5	godan_verb
持って行く	もっていく	cầm, mang đi			5	godan_verb
持って来る	もってくる	cầm, mang đến			5	godan_verb
心配	しんぱい	lo lắng			5	na_adjective
出張	しゅっちょう	đi công tác			5	noun
お風呂に入る	おふろにはいる	đi tắm			5	godan_verb
食事を作る	しょくじをつくる	nấu ăn			5	godan_verb
大切	たいせつ	quan trọng			5	na_adjective
大丈夫	だいじょうぶ	ổn không sao			5	na_adjective
危ない	あぶない	nguy hiểm			5	i_adjective
答え	こたえ	câu trả lời			5	noun
健康保険証	けんこうほけんしょう	thẻ bảo hiểm sức khỏe			5	noun
保険証	ほけんしょう	thẻ bảo hiểm			5	noun
お風呂	おふろ	nhà tắm			5	noun
上着	うわぎ	áo khoác			5	noun
下着	したぎ	đồ lót			5	noun
喉が痛いだ	のどがいたいだ	tôi bị đau họng			5	noun
お大事に	おだいじに	giữ gìn sức khỏe nhé (ốm) bảo trọng			5	noun
洗う	あらう	rửa giặt	食事の前に手を洗う 雨に洗われて新緑が美しい	水などを使って汚れを取り去る。	5	godan_verb
歌う	うたう	hát			5	godan_verb
集める	あつめる	tập trung lại			5	ichidan_verb
運転	うんてん	lái xe			5	noun
予約	よやく	đặt trước			5	noun
練習	れんしゅう	luyện tập			5	noun
故障	こしょう	hỏng hóc, trục trặc			5	noun
もっと練習しないと	もっとれんしゅうしないと	tôi còn phải luyện tập nhiều hơn nữa			5	noun
日記	にっき	nhật kí			5	noun
「お」祈り	「お」いのり	lời cầu nguyện			5	noun
課長	かちょう	trưởng nhóm			5	noun
部長	ぶちょう	trưởng phòng			5	noun
社長	しゃちょう	giám đốc			5	noun
動物	どうぶつ	động vật			5	noun
馬	うま	con ngựa			5	noun
なかなか	なかなか	mãi mà không...(phủ định) rất...	なかなか上手(じょうず)じゃないな なかなか嬉(うれ)しいものだ		5	adverb
牧場	ぼくじょう	đồng cỏ trại chăn nuôi			5	noun
本当ですか	ほんとうですか	thật thế à			5	noun
是非	ぜひ	nhất định			5	noun
自分	じぶん	tự mình bản thân			5	noun
登る	のぼる	leo			5	godan_verb
掃除	そうじ	dọn dẹp, lau chùi			5	noun
洗濯	せんたく	giặt giũ			5	noun
眠い	ねむい	buồn ngủ			5	i_adjective
強い	つよい	mạnh mẽ			5	i_adjective
弱い	よわい	yếu đuối			5	i_adjective
調子がいい	ちょうしがいい	tình trạng tốt			5	i_adjective
調子が悪い	ちょうしがわるい	tình trạng xấu			5	i_adjective
相撲	すもう	môn võ Sumo			5	noun
一度	いちど	một lần			5	noun
一度も～ない	いちども～ない	một lần cũng chưa... chưa bao giờ	一度もビールを飲みません。		5	noun
段々	だんだん	dần dần			5	adverb
もう直ぐ	もうすぐ	chuẩn bị, sắp			5	adverb
お陰様で	おかげさまで	nhờ trời, cảm ơn			5	noun
乾杯	かんぱい	cạn ly			5	noun
何回も	なんかいも	nhiều lần	消毒(しょうどく)液(えき)を何(なん)回(かい)もプッシュする		5	noun
しかし	しかし	nhưng mà			5	noun
無理	むり	vô lý không thể được quá sức			5	na_adjective
体に良い	からだによい	tốt cho cơ thể			5	i_adjective
要る	いる	cần			5	godan_verb
調べる	しらべる	điều tra, tìm hiểu	分(わ)からない漢字(かんじ)は辞書(じしょ)で調(しら)べて下(くだ)さい		5	ichidan_verb
僕	ぼく	tôi, tớ			5	noun
君	きみ	bạn, cậu			5	noun
値段	ねだん	giá bình thường			5	noun
着物	きもの	áo Kimono			5	noun
始め	はじめ	sự bắt đầu			5	noun
終わり	おわり	kết thúc			5	noun
この間	このあいだ	hôm nọ dạo gần đây			5	noun
~ けど	~ けど	~ nhưng mà			5	noun
場所	ばしょ	địa điểm			5	noun
よかったら	よかったら	nếu được thì			5	noun
言う	いう	nói			5	godan_verb
勝つ	かつ	thắng			5	godan_verb
負ける	まける	bị thua			5	ichidan_verb
無駄	むだ	lãng phí vô ích			5	na_adjective
不便	ふべん	bất tiện			5	na_adjective
同じ	おなじ	giống nhau	あれはこれと同じ		5	noun
首相	しゅしょう	thủ tướng			5	noun
大統領	だいとうりょう	tổng thống			5	noun
政治	せいじ	chính trị			5	noun
試合	しあい	trận đấu			5	noun
意見	いけん	ý kiến			5	noun
お話	おはなし	câu chuyện			5	noun
交通	こうつう	giao thông			5	noun
多分	たぶん	có lẽ			5	adverb
そんなに	そんなに	đến như thế			5	adverb
~について	~について	về ~			5	noun
仕方がない	しかたがない	không có cách nào khác đành vậy			5	i_adjective
研修旅行	けんしゅうりょこう	chuyến tập huấn			5	noun
質問	しつもん	câu hỏi	質問がある		5	noun
技術	ぎじゅつ	kỹ thuật			5	noun
他のN	ほかのN	những N khác			5	noun
~ けれども	~ けれども	~ nhưng mà			5	noun
天才	てんさい	thiên tài			5	noun
放送	ほうそう	phát sóng			5	noun
天神祭	てんじんまつり	lễ hội Tenjin			5	noun
着る	きる	mặc			5	ichidan_verb
履く	はく	mặc, xỏ			5	godan_verb
帽子を被る	ぼうしをかぶる	đội mũ			5	godan_verb
掛ける	かける	đeo, treo, mắc	すだれを掛ける バッグを肩に掛ける 看板を掛ける 獄門に掛ける	高い所からぶらさげる。 上から下にさげる。 垂らす。 目につくように高い所に掲げる。	4	ichidan_verb
眼鏡を掛ける	めがねをかける	đeo kính			5	ichidan_verb
部品	ぶひん	linh kiện			5	noun
家賃	やちん	tiền thuê nhà			5	noun
和室	わしつ	phòng kiểu Nhật			5	noun
押入れ	おしいれ	tủ âm tường			5	noun
布団	ふとん	chăn, đệm			5	noun
お釣が出る	おつりがでる	tiền thừa chạy ra			5	ichidan_verb
道を歩く	みちをあるく	đi bộ trên đường			5	godan_verb
橋を渡る	はしをわたる	qua cầu			5	godan_verb
引っ越し	ひっこし	chuyển nhà			5	noun
調節	ちょうせつ	điều tiết			5	noun
困る	こまる	khó khăn			5	godan_verb
頑張る	がんばる	cố gắng			5	godan_verb
悲しい	かなしい	đau thương đau buồn	友(とも)が死(し)んで悲(かな)しい 悲(かな)しいメロディー	心が痛んで泣けてくるような気持ちである。 嘆いても嘆ききれぬ気持ちだ。	5	i_adjective
嬉しい	うれしい	vui mừng hạnh phúc			5	i_adjective
意味	いみ	ý nghĩa			5	noun
困ったな	こまったな	khó khăn rồi đây			5	noun
音	おと	âm thanh			5	noun
抓み	つまみ	núm xoay			5	noun
角	かく	góc, phần nhô ra	ページの角(かく)を折(お)る 柱(ばしら)の角(かく) 机(つくえ)の角(かく)	物の隅。 物のはしのとがって突き出た部分。	5	noun
交差点	こうさてん	ngã tư			5	noun
駐車場	ちゅうしゃじょう	bãi đỗ xe			5	noun
~目	~め	mục thứ ~			5	noun
お正月	おしょうがつ	Tết			5	noun
建物	たてもの	tòa nhà cao to công trình to			5	noun
呉れる	くれる	cho, tặng (mình)	友達(ともだち)は、私(わたし)に本(ほん)を呉(く)れました。 友達(ともだち)は、私(わたし)に日本語(にほんご)を教(おし)えて呉(く)れました。		5	ichidan_verb
連れて行く	つれていく	dẫn đi			5	godan_verb
連れて来る	つれてくる	dẫn đến			5	godan_verb
紹介	しょうかい	giới thiệu			5	noun
案内	あんない	hướng dẫn			5	noun
お祖父さん	おじいさん	ông			5	noun
お祖母さん	おばあさん	bà			5	noun
準備	じゅんび	chuẩn bị			5	noun
お菓子	おかし	bánh kẹo			5	noun
人形	にんぎょう	búp bê			5	noun
大阪城	おおさかじょう	thành Osaka			5	noun
他に	ほかに	ngoài ra khác			5	adverb
お弁当	おべんとう	cơm hộp			5	noun
着く	つく	đến nơi			5	godan_verb
駅に着く	えきにつく	đến nhà ga			5	godan_verb
留学	りゅうがく	du học			5	noun
年を取る	としをとる	già có tuổi			5	godan_verb
間違い	まちがい	nhầm, sai			5	noun
道具	どうぐ	dụng cụ			5	noun
一般研修	いっぱんけんしゅう	đào tạo phổ thông			5	noun
田舎	いなか	quê hương nông thôn			5	noun
億	おく	trăm triệu			5	noun
転勤	てんきん	chuyển chỗ làm			5	noun
色々お世話になりました	いろいろおせわになりました	bạn đã giúp tôi nhiều rồi (cám ơn)			5	noun
どうぞお元気で	どうぞおげんきで	xin bảo trọng giữ gìn sức khỏe nhé			5	noun
探す	さがす	tìm kiếm			4	godan_verb
遅れる	おくれる	chậm, muộn			4	ichidan_verb
間に合う	まにあう	kịp giờ			4	godan_verb
都合が良い	つごうがよい	có thời gian rảnh, thuận tiện			4	i_adjective
都合が悪い	つごうがわるい	không rảnh, không tiện	時間の都合が悪ければ言ってください。 都合が悪いというのは他の予定がある。		4	i_adjective
気分が良い	きぶんがよい	tâm trạng cảm thấy tốt, thoải mái			4	i_adjective
気分が悪い	きぶんがわるい	tâm trạng cảm thấy không tốt, không thoải mái			4	i_adjective
新聞社	しんぶんしゃ	tòa soạn báo			4	noun
柔道	じゅうどう	môn nhu đạo (Judo)			4	noun
運動会	うんどうかい	hội thi thể thao			4	noun
~弁	~べん	giọng vùng ~			4	noun
直接	ちょくせつ	trực tiếp			4	noun
ごみ	ごみ	rác			4	noun
燃える	もえる	cháy được			4	ichidan_verb
置き場	おきば	nơi đặt, để			4	noun
瓶	びん	cái chai			4	noun
缶	かん	cái lon			4	noun
お湯	おゆ	nước nóng			4	noun
連絡	れんらく	liên lạc			4	noun
宇宙	うちゅう	vũ trụ			4	noun
宇宙船	うちゅうせん	tàu vũ trụ			4	noun
別のN	べつのN	N khác			4	noun
宇宙飛行士	うちゅうひこうし	phi hành gia			4	noun
走る	はしる	chạy			4	godan_verb
見える	みえる	nhìn thấy trông có vẻ			4	ichidan_verb
聞こえる	きこえる	nghe thấy			4	ichidan_verb
できる	できる	được hoàn thành	宿題ができる 建物ができる		4	ichidan_verb
鳥	とり	chim			4	noun
声	こえ	tiếng, giọng			4	noun
波	なみ	sóng			4	noun
花火	はなび	pháo hoa			4	noun
昼間	ひるま	ban ngày			4	noun
昔	むかし	ngày xưa			4	noun
通信販売	つうしんはんばい	thương mại viễn thông bán hàng online			4	noun
台所	だいどころ	bếp			4	noun
殆ど	ほとんど	hầu như, hầu hết			4	noun
日曜大工	にちようだいく	thợ mộc ngoài giờ tự tay làm			4	noun
本棚	ほんだな	giá sách			4	noun
素晴らしい	すばらしい	tuyệt vời			4	i_adjective
子供達	こどもたち	đám trẻ con			4	noun
大好き	だいすき	rất thích			4	na_adjective
漫画	まんが	truyện tranh			4	noun
主人公	しゅじんこう	nhân vật chính			4	noun
形	かたち	hình dạng			4	noun
例えば	たとえば	ví dụ			4	noun
自由	じゆう	tự do			4	na_adjective
飛ぶ	とぶ	bay			4	godan_verb
売れる	うれる	được bán, bán chạy			4	ichidan_verb
噛む	かむ	nhai			4	godan_verb
選ぶ	えらぶ	chọn			4	godan_verb
通う	かよう	đi đến (nơi nào đó) định kì	自転車で学校に通う  病院に通う	一定の区間を定期的に、何度も行き来する。	4	godan_verb
メモ	メモ	ghi chép, ghi chú			4	noun
真面目	まじめ	nghiêm túc			4	na_adjective
熱心	ねっしん	nhiệt tình			4	na_adjective
優しい	やさしい	dịu dàng hiền lành			4	i_adjective
丁度いい	ちょうどいい	vừa đủ, vừa đúng			4	i_adjective
習慣	しゅうかん	tập quán			4	noun
経験	けいけん	kinh nghiệm			4	noun
力	ちから	sức lực, sức mạnh			4	noun
人気	にんき	được hâm mộ, ưa chuộng			4	na_adjective
色	いろ	màu sắc			4	noun
味	あじ	vị			4	noun
品物	しなもの	hàng hóa			4	noun
小説	しょうせつ	tiểu thuyết			4	noun
小説家	しょうせつか	tiểu thuyết gia			4	noun
歌手	かしゅ	ca sĩ			4	noun
管理人	かんりじん	người quản lý			4	noun
息子	むすこ	đứa con trai			4	noun
娘	むすめ	đứa con gái			4	noun
大抵	たいてい	thông thường			4	na_adjective
それに	それに	hơn nữa...			4	noun
会話	かいわ	hội thoại			4	noun
お知らせ	おしらせ	bản thông báo			4	noun
日	ひ	ngày			4	noun
体育館	たいいくかん	nhà tập thể dục			4	noun
開く	ひらく	mở ra	包(つつ)みを開(ひら)く 本(ほん)を開(ひら)く	閉じふさがっていたものをあけ広げる。	4	godan_verb
閉まる	しまる	bị đóng			4	godan_verb
電気がつく	でんきがつく	điện đang bật			4	godan_verb
消える	きえる	tắt tiêu biến			4	ichidan_verb
込む	こむ	đông, tắc			4	godan_verb
空く	すく	trống rỗng, vắng, thoáng			4	godan_verb
止まる	とまる	dừng			4	godan_verb
掛ける	かける	khóa ổ	家から出かけたら、鍵を掛ける		4	godan_verb
皿	さら	đĩa			4	noun
茶碗	ちゃわん	bát to			4	noun
袋	ふくろ	túi			4	noun
財布	さいふ	ví tiền			4	noun
枝	えだ	cành cây			4	noun
駅員	えきいん	nhân viên nhà ga			4	noun
この辺	このあたり	xung quanh đây			4	noun
~くらい	~くらい	khoảng ~			4	i_adjective
お先にどうぞ	おさきにどうぞ	xin mời đi trước			4	noun
忘れ物	わすれもの	đồ để quên			4	noun
~側	~がわ	phía~ bên~			4	noun
確か	たしか	vững chắc, chắc chắn	基礎が確かだ 確かな足どり	危なげなく、しっかりしているさま。	4	na_adjective
地震	じしん	động đất			4	noun
壁	かべ	bức tường			4	noun
西	にし	phía tây			4	noun
方	ほう	hướng, phía			4	noun
並べる	ならべる	sắp xếp, bố trí			4	ichidan_verb
植える	うえる	trồng (cây) gieo hạt			4	ichidan_verb
纏め	まとめ	tóm tắt, tổng kết	纏めの段階に入る		4	noun
相談	そうだん	trao đổi, bàn bạc			4	noun
予習	よしゅう	chuẩn bị bài mới			4	noun
復習	ふくしゅう	ôn tập			4	noun
そのままにする	そのままにする	cứ để yên như thế			4	godan_verb
授業	じゅぎょう	giờ học			4	noun
予定	よてい	kế hoạch, dự định			4	noun
案内書	あんないしょ	sách hướng dẫn			4	noun
ゴミ箱	ゴミばこ	thùng rác			4	noun
花瓶	かびん	bình hoa			4	noun
鏡	かがみ	cái gương			4	noun
引き出し	ひきだし	ngăn kéo			4	noun
廊下	ろうか	hành lang			4	noun
池	いけ	cái ao			4	noun
交番	こうばん	trạm/bốt cảnh sát			4	noun
元の所	もとのところ	vị trí ban đầu			4	noun
隅	すみ	góc thu vào			4	noun
~ほど	~ほど	khoảng ~			4	noun
予定表	よていひょう	lịch làm việc thời gian biểu			4	noun
ご苦労様	ごくろうさま	đã làm việc vất vả rồi			4	noun
丸い	まるい	tròn (3D)			4	i_adjective
月	つき	mặt trăng			4	noun
~ある	~ある	có ~, một ~			4	godan_verb
嫌	いや	không chấp nhận được chán, ghét			4	na_adjective
覚める	さめる	tỉnh (giấc), tỉnh dậy	[目[め]]が[覚[さ]]める		4	ichidan_verb
始まる	はじまる	được bắt đầu			4	godan_verb
受ける	うける	tiếp nhận, hứng chịu	雨水を桶 (おけ) に受ける ミットでボールを受ける		4	ichidan_verb
入学	にゅうがく	nhập học			4	noun
卒業	そつぎょう	tốt nghiệp			4	noun
出席	しゅっせき	tham dự, có mặt			4	noun
連休	れんきゅう	kỳ nghỉ dài			4	noun
作文	さくぶん	bài văn			4	noun
展覧会	てんらんかい	triển lãm nghệ thuật			4	noun
結婚式	けっこんしき	lễ cưới			4	noun
お葬式	おそうしき	lễ tang			4	noun
支店	してん	chi nhánh			4	noun
教会	きょうかい	nhà thờ			4	noun
大学院	だいがくいん	cao học			4	noun
動物園	どうぶつえん	vườn bách thú			4	noun
温泉	おんせん	suối nước nóng			4	noun
お客さん	おきゃくさん	khách hàng			4	noun
誰か	だれか	ai đó			4	noun
~の方	~のほう	phía ~ hướng ~			4	noun
村	むら	làng			4	noun
映画館	えいがかん	rạp chiếu phim			4	noun
世界中	せかいじゅう	khắp thế giới			4	noun
美しい	うつくしい	đẹp			4	i_adjective
素晴らしさ	すばらしさ	tuyệt vời			4	noun
気が付く	きがつく	để ý, nhận ra			4	godan_verb
運動	うんどう	vận động			4	noun
失敗	しっぱい	thất bại			4	noun
合格	ごうかく	đỗ (kỳ thi)			4	noun
晴れる	はれる	minh bạch, sáng tỏ nhẹ nhõm, sảng khoái (buồn bã) tan biến	朝、運動すると気持ちが晴れる。 先生に聞いて、わからないことが晴れた。 友達とけんかしたけど、誤解が晴れて仲直りできた。	罪や疑いなどが消える。	4	ichidan_verb
曇る	くもる	(trời) nhiều mây, âm u	どんよりと曇る空	空が、雲や霧などで覆われる。	4	godan_verb
吹く	ふく	(gió) thổi	風が吹く		4	godan_verb
治る	なおる	khỏi, khôi phục			4	godan_verb
十分	じゅうふん	đầy đủ			4	na_adjective
火傷	かしょう	bỏng			4	noun
咳	せき	ho			4	noun
星	ほし	ngôi sao			4	noun
風	かぜ	gió			4	noun
北	きた	phía Bắc			4	noun
南	みなみ	phía nam			4	noun
東	ひがし	hướng đông			4	noun
水道	すいどう	nước máy			4	noun
今夜	こんや	đêm nay			4	noun
夕方	ゆうがた	chiều tối			4	noun
遅く	おそく	muộn, khuya			4	godan_verb
もしかしたら	もしかしたら	có lẽ là...	もしかしたら行き違いになったのかもしれない	疑いながら推定するさま。ひょっとしたら。もしかすると。	4	adverb
それはいけない	それはいけない	thế thì không được			4	i_adjective
働きすぎ	はたらきすぎ	(người) làm việc quá sức			4	noun
無理をする	むりをする	làm việc quá sức			4	godan_verb
星占い	ほしうらない	bói sao chiêm tinh			4	noun
牡牛座	おすうしざ	sao Kim Ngưu			4	noun
宝くじ	たからくじ	xổ số			4	noun
健康	けんこう	sức khỏe khỏe khoắn			4	na_adjective
恋愛	れんあい	tình yêu			4	noun
お金持ち	おかねもち	người giàu có			4	noun
注意	ちゅうい	chú ý, nhắc nhở			4	noun
駄目	だめ	không được			4	na_adjective
